BlackSky,2428537,1,www.blacksky.com,"Herndon, VA",Aerospace & Defense,Aerospace & Defense,,51 to 200 employees,https://grnh.se/c227f8832us
Bluescape,1124167,1,www.bluescape.com,"San Carlos, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/89ddb4762us
Bonobos,516861,1,www.bonobos.com,"New York, NY",Retail,"Department, Clothing, & Shoe Stores","",201 to 500 employees,https://grnh.se/b6a460661
BRAIN CORP,433980,1,www.braincorporation.com,"San Diego, CA",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/2aba973f2us
Braintree,424728,1,www.braintreepayments.com,"Chicago, IL",Finance,Financial Transaction Processing,$500 million to $1 billion (USD) per year,501 to 1000 employees,https://grnh.se/ecf572ac1
Braskem,10940,1,www.braskem.com.br,"Sao Paulo, Brazil",Manufacturing,Chemical Manufacturing,$10+ billion (USD) per year,5001 to 10000 employees,https://grnh.se/b13c68233us
BrewDog,1014146,1,www.brewdog.com,"Ellon, United Kingdom",Manufacturing,Food & Beverage Manufacturing,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/38a88b561us
Brightflag,1881669,1,www.brightflag.com,"New York, NY",Accounting & Legal,Legal,,1 to 50 employees,https://grnh.se/8b8fae212us
BrightInsight,3345250,1,www.brightinsight.com,"San Jose, CA","",,"",51 to 200 employees,https://grnh.se/4617a4813us
Bringg,1460556,1,www.bringg.com,"Tel Aviv-Yafo, Israel",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/3dbd375b2us
Edward W. Brooke Charter School,322232,1,www.ebrooke.org,"Roslindale, MA",Education,Preschool & Child Care,,1 to 50 employees,https://grnh.se/e7e171c31us
Brooklyn LAB Charter School,815583,1,www.brooklynlaboratoryschool.org,"Brooklyn, NY",Education,K-12 Education,,51 to 200 employees,https://grnh.se/63e896431us
Bubble,3121253,1,www.bubble.io,"New York, NY",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/5ea789352us
Built In,1308990,1,www.builtin.com,"Chicago, IL",Information Technology,Internet,,51 to 200 employees,https://grnh.se/99a3f3ec1us
C Space,115354,1,www.communispace.com,"Boston, MA",Business Services,Advertising & Marketing,$100 to $500 million (USD) per year,201 to 500 employees,https://grnh.se/030d485d1us
C4ADS,734830,1,www.c4ads.org,"Washington, DC",Non-Profit,Social Assistance,,1 to 50 employees,https://grnh.se/941b1ecd3us
Calibrate,281444,1,www.pipetpeople.com,"Carrboro, NC",Manufacturing,Health Care Products Manufacturing,,1 to 50 employees,https://grnh.se/65186c002us
CampMinder,1530629,1,www.campminder.com,"Boulder, CO",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/79cca09d1us
CardFlight,1477323,1,www.cardflight.com,"New York, NY",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/ddc8816e2
Carlson Capital,264473,1,www.carlsoncapital.com,"Dallas, TX",Finance,Investment Banking & Asset Management,,51 to 200 employees,https://grnh.se/pxvto5cq1
Carrot,1375225,1,www.carrotsense.com,"Redwood City, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/6d92615c2
Censys,2174330,1,www.censys.io,"Ann Arbor, MI",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/220b18362us
ChaiOne,430267,1,www.chaione.com,"Houston, TX",Information Technology,Internet,,51 to 200 employees,https://grnh.se/5989dd883us
Chatham Financial,142906,1,www.chathamfinancial.com,"Kennett Square, PA",Finance,Financial Analytics & Research,,501 to 1000 employees,https://grnh.se/e43205381us
Cherokee Hospital for Animals,1900798,1,www.cherokeevet.com,"Johnson City, TN",Health Care,Health Care Services & Hospitals,,1 to 50 employees,https://grnh.se/d3bc78282us
Choco,3123979,1,www.choco.com,"Berlin, Germany","",,"",51 to 200 employees,https://grnh.se/6d94c4a93us
Christ Fellowship Church,715590,1,www.gochristfellowship.com,"Palm Beach Gardens, FL",Non-Profit,Religious Organizations,,201 to 500 employees,https://grnh.se/27ab82632us
Circle Internet Financial,1291298,1,www.circle.com,"Boston, MA",Finance,Financial Transaction Processing,,201 to 500 employees,https://grnh.se/596af8b12
Cityblock Health,1980369,1,www.cityblock.com,"Brooklyn, NY",Health Care,Health Care Services & Hospitals,,201 to 500 employees,https://grnh.se/e394e8242us
Santa Clara Family Health Plan,307377,1,www.scfhp.com,"San Jose, CA",Insurance,Insurance Carriers,,201 to 500 employees,https://grnh.se/dacac8bd3us
Clarifai,1330095,1,www.clarifai.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/9701193f1us
Clariness,1451111,1,www.clariness.com,"Hamburg, Germany",,,,51 to 200 employees,https://grnh.se/2e80a6011us
Claritas Rx,3046362,1,www.claritasrx.com,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"",1 to 50 employees,https://grnh.se/62d95e683us
ClassDojo,1428566,1,www.classdojo.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/7f6e88201
ClassPass,844999,1,www.classpass.com,"New York, NY",Consumer Services,"Health, Beauty, & Fitness",,501 to 1000 employees,https://grnh.se/7b4a5eb21us
Clear Talent Group,1399062,1,www.cleartalentgroup.com,"Studio City, CA","Arts, Entertainment & Recreation",Talent & Modeling Agencies,,1 to 50 employees,https://grnh.se/04ad25b93us
Clearbanc,1566057,1,www.clearbanc.com,"Toronto, Canada",Finance,Banks & Credit Unions,,51 to 200 employees,https://grnh.se/97cc94113us
ClearDATA,889082,1,www.cleardata.com,"Austin, TX",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/b161173d3us
Clearwater Analytics,297676,1,www.clearwateranalytics.com,"Boise, ID",Finance,Investment Banking & Asset Management,,501 to 1000 employees,https://grnh.se/f93364d92us
Clockwise,276668,1,www.getclockwise.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,"",1 to 50 employees,https://grnh.se/a799800a2us
ClosingCorp,697843,1,www.closing.com,"San Diego, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/1cf1fec21us
Clumio,3009099,1,www.clumio.com,"Santa Clara, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/b7f80ab92us
Clutter,969992,1,www.clutter.com,"Los Angeles, CA",Consumer Services,Self-Storage Services,,501 to 1000 employees,https://grnh.se/bec2d6f81us
CM Group,1646168,1,www.cm-group.co.uk,"WOTTON-UNDER-EDGE, United Kingdom","",,"",51 to 200 employees,https://grnh.se/e371aa8b1us
CM Group,2867120,1,www.cmgroupglobal.com,"Nashville, TN","",,"",501 to 1000 employees,https://grnh.se/e371aa8b1us
Pursuit,1290855,1,www.pursuit.org,"Long Island City, NY",Information Technology,Internet,,51 to 200 employees,https://grnh.se/9222e94c1us
Cobalt.io,2120186,1,www.cobalt.io,"San Francisco, CA",Business Services,Security Services,,51 to 200 employees,https://grnh.se/44ee88dd2us
CODA,478655,1,www.codainc.org,"Portland, OR",Health Care,Health Care Services & Hospitals,,201 to 500 employees,https://grnh.se/097115fb2
Code for America,554293,1,www.codeforamerica.org,"San Francisco, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/2d9045501us
Codecademy,792111,1,www.codecademy.com,"New York, NY",Education,Education Training Services,,51 to 200 employees,https://grnh.se/7dde7d942us
Cogo Labs,640096,1,www.cogolabs.com,"Cambridge, MA",Information Technology,Internet,,51 to 200 employees,https://grnh.se/6e5f30f42us
Coherus BioSciences,1095360,1,www.coherus.com,"Redwood City, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD) per year,201 to 500 employees,https://grnh.se/11e0ab131us
Collective Medical,983219,1,www.collectivemedicaltech.com,"Salt Lake City, UT",Health Care,Health Care Services & Hospitals,"",51 to 200 employees,https://grnh.se/12a845e13us
Comet (NY),2365676,1,www.comet.ml,"New York, NY",,,,1 to 50 employees,https://grnh.se/de7ae9be3us
CommerceHub,33403,1,www.commercehub.com,"Albany, NY",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/d5c5e2131us
Common,1438240,1,www.common.com,"New York, NY",Real Estate,Real Estate,,51 to 200 employees,https://grnh.se/6e52d7522us
Contentstack,3085237,1,www.contentstack.com,"South San Francisco, CA","",,"",51 to 200 employees,https://grnh.se/28cce74b3us
Convercent,761748,1,www.convercent.com,"Denver, CO",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/7ebcd4ee2us
Cora,688932,1,www.cora.fr,"CROISSY BEAUBOURG, France",Retail,"Department, Clothing, & Shoe Stores",,5001 to 10000 employees,https://grnh.se/5009820f2us
Core Scientific,2232557,1,www.corescientific.com,"Bellevue, WA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/8ad2d20d2
Brookshire Brothers,3103,1,www.brookshirebrothers.com,"Lufkin, TX",Retail,Grocery Stores & Supermarkets,,5001 to 10000 employees,https://grnh.se/a6695a1a1us
Corvus Insurance,2317281,1,www.corvusinsurance.com,"Boston, MA",Insurance,Insurance Carriers,,1 to 50 employees,https://grnh.se/6a480c713us
Coveo Solutions,434622,1,www.coveo.com,"Québec, Canada",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/874b25882us
CreateMe Technologies,3320308,1,www.createme.com,"New York, NY",Manufacturing,Consumer Products Manufacturing,"",1 to 50 employees,https://grnh.se/be48d3af3us
Cross River Bank,1177112,1,www.crossriverbank.com,"Fort Lee, NJ",Finance,Banks & Credit Unions,,201 to 500 employees,https://grnh.se/2918803e3us
CrowdPharm,3061548,1,www.crowdpharm.com,"Kansas City, MO","",,"",Unknown,https://grnh.se/5a1c21a02us
CrowdStreet,1577154,1,www.crowdstreet.com,"Portland, OR",Real Estate,Real Estate,,51 to 200 employees,https://grnh.se/c81d47a53us
Cuebiq,1922815,1,www.cuebiq.com,"New York, NY",Business Services,Research & Development,,51 to 200 employees,https://grnh.se/8fcbbc353us
Current Media Group,1176840,1,www.currentmediagroup.net,"Newton, NJ",,,,Unknown,https://grnh.se/3dc5d80b1us
Cybereason,1077181,1,www.cybereason.com,"Boston, MA",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/c57a9bf41us
Cytokinetics,34937,1,www.cytokinetics.com,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable per year,51 to 200 employees,https://grnh.se/fa31fdfc2us
Cyware,1370791,1,www.cyware.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,"",51 to 200 employees,https://grnh.se/9add47fc3us
D2iQ,2956728,1,www.d2iq.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/979e68301us
DailyPay,1197210,1,www.trydailypay.com,"New York, NY",Finance,Financial Transaction Processing,,51 to 200 employees,https://grnh.se/17ee92672us
Datacoral,2037696,1,www.datacoral.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/16a27dd62
Daybreak Game Company,973097,1,www.daybreakgames.com,"San Diego, CA",Media,Video Games,,201 to 500 employees,https://grnh.se/c0bfbf9b2us
Dealer Inspire,853911,1,www.dealerinspire.com,"Naperville, IL",Information Technology,Internet,Unknown / Non-Applicable per year,501 to 1000 employees,https://grnh.se/883e2dcb1us
Decibel,2912290,1,www.decibelinsight.com,"London, United Kingdom",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/b016f4921us
Reservoir Description Services,444105,1,www.rdshouston.com,"Houston, TX",,,,1 to 50 employees,https://grnh.se/6fc8dcd83us
Detectify,1043262,1,www.detectify.com,"Stockholm, Sweden",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/1daeb3063us
Dialpad,958197,1,www.dialpad.com,"San Francisco, CA",Telecommunications,Telecommunications Services,,201 to 500 employees,https://grnh.se/761813ef2us
Digital Reach Agency,849257,1,www.digitalreachagency.com,"San Francisco, CA",Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/fadb80a02
DigitalOcean,823482,1,www.digitalocean.com,"New York, NY",Information Technology,IT Services,,501 to 1000 employees,https://grnh.se/f995d75d1us
DISCO,1076908,1,www.csdisco.com,"Austin, TX",Information Technology,Internet,,201 to 500 employees,https://grnh.se/631c66b22us
Discord,910317,1,www.discordapp.com,"San Francisco, CA",Information Technology,Internet,,201 to 500 employees,https://grnh.se/c2293a052us
Diversified Technologies,2423518,1,www.divtecs.com,"Bedford, MA",,,Unknown / Non-Applicable per year,Unknown,https://grnh.se/691259ce3us
DJI,730929,1,www.dji.com,"Shenzhen, China",Manufacturing,Electrical & Electronic Manufacturing,,5001 to 10000 employees,https://grnh.se/c0eae9151us
dmg events,849647,1,www.dmgenergyevents.co.uk,"Dubai, United Arab Emirates",Media,Publishing,,201 to 500 employees,https://grnh.se/3120d0611us
DMG Media,952570,1,dmgmedia.co.uk,"London, United Kingdom",Media,Publishing,,1001 to 5000 employees,https://grnh.se/af9f01d71us
Domo,627923,1,www.domo.com,"American Fork, UT",Information Technology,Computer Hardware & Software,Unknown / Non-Applicable per year,501 to 1000 employees,https://grnh.se/254c77fe1us
DonorsChoose.org,486332,1,www.donorschoose.org,"New York, NY",Non-Profit,Social Assistance,,51 to 200 employees,https://grnh.se/bbd745732us
Downtown Music Publishing,1293474,1,www.dmpgroup.com,"New York, NY",,,,51 to 200 employees,https://grnh.se/65ee16c72us
Dragonfly (MA),3032568,1,www.dragonflycommerce.com,"Boston, MA",Information Technology,Internet,"",1 to 50 employees,https://grnh.se/e9dc56883us
Dremio,1160288,1,www.dremio.com,"Mountain View, CA",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/4615b1ac3us
Dublin Veterinary Hospital,390404,1,www.dublin.k12.ca.us,"Dublin, CA",Consumer Services,Veterinary Services,$100 to $500 million (USD) per year,501 to 1000 employees,https://grnh.se/16ce4dcc2us
dv01,1626367,1,www.dv01.co,"New York, NY",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/4725d2f72us
Echoing Green,155053,1,www.echoinggreen.org,"New York, NY",Non-Profit,Grantmaking Foundations,,1 to 50 employees,https://grnh.se/dc48dca43us
Edgile,262793,1,www.edgile.com,"Austin, TX",Business Services,Security Services,,51 to 200 employees,https://grnh.se/d6a2622f3us
Edify (IN),2416394,1,www.edify.cx,"Carmel, IN",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/3d3be4203
EduMe,2950567,1,www.edume.com,"London, United Kingdom","",,"",1 to 50 employees,https://grnh.se/cd6776743us
Eikon Therapeutics,3100078,1,"","Hayward, CA","",,"",Unknown,https://grnh.se/9969e97d3us
Element Analytics,1882378,1,www.elementanalytics.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/rjqdm4
Elephant,1486214,1,www.helloelephant.com,"San Francisco, CA",,,,51 to 200 employees,https://grnh.se/whron2
ELEVI Associates,917178,1,www.elevi.net,"Columbia, MD",Business Services,Staffing & Outsourcing,,1 to 50 employees,https://grnh.se/c1a3886b3us
Emakina,647458,1,www.emakina.be,"Brussels, Belgium",Business Services,Advertising & Marketing,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/e16931a91us
Embark.com,105790,1,www.embark.com,"New York, NY",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/y15p601
Emerge,3039957,1,www.emergenow.io,"Marina del Rey, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/cf0cedeb2
Emtrain,916115,1,www.emtrain.com,"Sacramento, CA",Information Technology,Internet,,1 to 50 employees,https://grnh.se/4248f0c83us
Endpoint Clinical,719101,1,www.endpointclinical.com,"San Francisco, CA",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/c842b05c1us
Enigma,1140847,1,www.enigma.io,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/251cb9591us
Enstoa,499068,1,www.enstoa.com,"New York, NY",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/361cde6e1us
entara,303568,1,www.yjtsolutions.com,"Chicago, IL",Information Technology,IT Services,,51 to 200 employees,https://grnh.se/f7c6338c1us
Envato,700841,1,www.envato.com,"Melbourne, Australia",Information Technology,Internet,,201 to 500 employees,https://grnh.se/a697d27a1
Envision Motors,3125270,1,www.envisionmotors.com,"West Covina, CA",Retail,Vehicle Dealers,"",501 to 1000 employees,https://grnh.se/51a2fb683us
Enviva,737185,1,www.envivabiomass.com,"Bethesda, MD",Manufacturing,Wood Product Manufacturing,$500 million to $1 billion (USD) per year,1001 to 5000 employees,https://grnh.se/adef21c63us
EOS,12162,1,www.eos.info,"Krailling, Germany",Manufacturing,Industrial Manufacturing,,1001 to 5000 employees,https://grnh.se/b73b30a62us
EOS IT Solutions,1094933,1,www.eosits.com,"Banbridge, United Kingdom",,,,51 to 200 employees,https://grnh.se/9ec28f592us
eos,1312224,1,www.evolutionofsmooth.com,"New York, NY",,,,1 to 50 employees,https://grnh.se/6912c75b2us
EPIC Insurance Brokers and Consultants,2291470,1,www.epicbrokers.com,"San Francisco, CA",,,,1001 to 5000 employees,https://grnh.se/cacc3a2e2us
ESCADA,10629,1,www.escada.com,"Aschheim, Germany",Retail,"Department, Clothing, & Shoe Stores",,1001 to 5000 employees,https://grnh.se/a8e5ae431us
Essence Communications,3826,1,www.essence.com,"New York, NY",Media,Publishing,,51 to 200 employees,https://grnh.se/854a8e7d2us
Eurowings Digital,2514359,1,www.eurowings-digital.de,"Cologne, Germany",Information Technology,Internet,,51 to 200 employees,https://grnh.se/7bc295993us
Eva NYC,1193873,1,www.eva-nyc.com,"Brooklyn, NY",Manufacturing,Consumer Products Manufacturing,,1 to 50 employees,https://grnh.se/b16392cc2us
EVBox,1041851,1,www.evbox.com,"Amsterdam, Netherlands",Manufacturing,Electrical & Electronic Manufacturing,,201 to 500 employees,https://grnh.se/a8e1e5793us
Evive,682499,1,www.goevive.com,"Chicago, IL",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/101c66352us
Evoke Giant,714577,1,www.giantagency.com,"San Francisco, CA",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/bd2425551
Evolve Vacation Rental,844063,1,www.evolvevacationrental.com,"Denver, CO",Travel & Tourism,Travel Agencies,,201 to 500 employees,https://grnh.se/bcdf1f403us
Fahlgren Mortine,577484,1,www.fahlgrenmortine.com,"Columbus, OH",Accounting & Legal,Accounting,,51 to 200 employees,https://grnh.se/f45bda603us
Fairwinds,3242985,1,www.fairwinds.com,"Boston, MA",Information Technology,IT Services,,1 to 50 employees,https://grnh.se/dcdad3693us
FAM Brands,912068,1,www.fambrands.com,"Bell, CA",Manufacturing,Consumer Products Manufacturing,,201 to 500 employees,https://grnh.se/2864e3b53us
Farm Sanctuary,714649,1,www.farmsanctuary.org,"Watkins Glen, NY",Non-Profit,Social Assistance,,51 to 200 employees,https://grnh.se/972ccb153us
FATHOM,802638,1,www.gwfathom.com,"Phoenix, AZ",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/7699dce83us
FE International,2102300,1,www.feinternational.com,"New York, NY",Finance,Investment Banking & Asset Management,,51 to 200 employees,https://grnh.se/ea5c99532
Fundação Espiritual André Luiz (FEAL),2692160,1,feal.com.br,"","",,"",Unknown,https://grnh.se/ee06a2ee2us
Feedzai,744720,1,www.feedzai.com,"San Mateo, CA",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/28d26c871us
Fenix International,1047575,1,www.fenixintl.com,"San Francisco, CA","Oil, Gas, Energy & Utilities",Energy,,501 to 1000 employees,https://grnh.se/2c5ccba43us
Fetch Rewards,1078413,1,www.fetchrewards.com,"Madison, WI",Retail,Grocery Stores & Supermarkets,,51 to 200 employees,https://grnh.se/1c914efd3us
Fictiv,1356650,1,www.fictiv.com,"San Francisco, CA",Manufacturing,Consumer Products Manufacturing,,51 to 200 employees,https://grnh.se/0e972d592us
F&G,448405,1,www.fglife.com,"Des Moines, IA",Insurance,Insurance Carriers,,201 to 500 employees,https://grnh.se/42effdb23us
Filo,949891,1,www.filoindirect.com,"Mukwonago, WI",Finance,Lending,,1 to 50 employees,https://grnh.se/6ebf53521us
C.C. Filson,140898,1,www.filson.com,"Seattle, WA",Retail,"Department, Clothing, & Shoe Stores",,201 to 500 employees,https://grnh.se/656a38132us
Financial Technology Partners,221360,1,www.ftpartners.com,"San Francisco, CA",Finance,Investment Banking & Asset Management,,51 to 200 employees,https://grnh.se/c3339a9e2us
Fintrac,355800,1,www.fintrac.com,"Washington, DC",Agriculture & Forestry,Farm Support Services,,51 to 200 employees,https://grnh.se/ip7urn1
Fivetran,1415980,1,www.fivetran.com,"Oakland, CA",Information Technology,Internet,,51 to 200 employees,https://grnh.se/d681dc1a3us
Flagship Pioneering,533575,1,www.flagshippioneering.com,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,51 to 200 employees,https://grnh.se/4d9c46a92us
Fred Flare,620605,1,www.fredflare.com,"Brooklyn, NY",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/f87bc4d22us
ForeFlight,1171602,1,www.foreflight.com,,,,,51 to 200 employees,https://grnh.se/53ff83b43us
Foresite Labs,3148283,1,www.foresitelabs.com,"San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"",1 to 50 employees,https://grnh.se/17fcd4a12us
Formation,1259706,1,www.somatix.ai,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/7ec5a8eb1us
Forter,1019524,1,www.forter.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/6745ebbe2us
Forthea,605078,1,www.forthea.com,"Houston, TX",Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/08de96993us
Founder Shield,1787047,1,www.foundershield.com,"New York, NY",Insurance,Insurance Agencies & Brokerages,,1 to 50 employees,https://grnh.se/i7mcs3
FREE NOW,954578,1,www.free-now.com,"Hamburg, Germany",Information Technology,IT Services,,501 to 1000 employees,https://grnh.se/4c438b4a1us
Freestar,1918852,1,www.freestar.io,"Phoenix, AZ",Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/2fd823a62us
FreshRealm,1489153,1,www.freshrealm.co,"Ventura, CA",Transportation & Logistics,Logistics & Supply Chain,,201 to 500 employees,https://grnh.se/d338c7ea2us
Fridababy,2454401,1,www.fridababy.com,"Miami, FL",Retail,Beauty & Personal Accessories Stores,,1 to 50 employees,https://grnh.se/db4b846d3us
Fruition,962864,1,www.fruition.net,"Denver, CO",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/deb0e3cb3us
Full Beaker,1018686,1,www.fullbeaker.com,"Bellevue, WA",Information Technology,Internet,,1 to 50 employees,https://grnh.se/69c3a8863us
Full Harvest,1556155,1,www.fullharvest.co,"San Francisco, CA",Business Services,Wholesale,"",1 to 50 employees,https://grnh.se/717dc1c82us
FullStory,1168508,1,www.fullstory.com,"Atlanta, GA",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/bf0a8f522us
G5,377652,1,www.getg5.com,"Bend, OR",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/c7e071271us
GameChanger,784059,1,www.gamechanger.io,"New York, NY",Information Technology,Computer Hardware & Software,Unknown / Non-Applicable,51 to 200 employees,https://grnh.se/33f6af4c1us
Golden Gate Ventures,1643825,1,www.goldengate.vc,"Singapore, Singapore",,,,1 to 50 employees,https://grnh.se/f6073ed13us
Generation,2169553,1,www.generation.org,"Washington, DC",,,,51 to 200 employees,https://grnh.se/02c203a52us
Genies,2181664,1,www.genies.com,"San Francisco, CA",,,,1 to 50 employees,https://grnh.se/617157b63us
Geocent,318516,1,www.geocent.com,"New Orleans, LA",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/eaafd3173us
GetUpside,1423794,1,www.upside-services.com,"Washington, DC",Information Technology,Internet,,51 to 200 employees,https://grnh.se/3bb77c992us
GetYourGuide,695237,1,www.getyourguide.com,"Berlin, Germany",Travel & Tourism,Travel Agencies,,501 to 1000 employees,https://grnh.se/178d6cbb1us
Girl Effect,1606759,1,www.girleffect.org,"London, United Kingdom",Non-Profit,Grantmaking Foundations,,51 to 200 employees,https://grnh.se/340f31f72us
GitHub,671945,1,www.github.com,"San Francisco, CA",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/50a8f0db1us
GitLab,1296544,1,about.gitlab.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,1001 to 5000 employees,https://grnh.se/d85c8f322us
Givelify,928796,1,www.givelify.com,"Indianapolis, IN",Information Technology,Internet,,1 to 50 employees,https://grnh.se/78476ee02us
Gladly,1323354,1,www.gladly.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/e22bd19a1us
GLG,229651,1,www.glg.it,"New York, NY",Business Services,Membership Organizations,,1001 to 5000 employees,https://grnh.se/9639a14a3us
Global Apparel Network,994448,1,www.globalapparelnetwork.com,"New York, NY",,,,1 to 50 employees,https://grnh.se/01780c713us
Globalization Partners,1161741,1,www.globalization-partners.com,"Boston, MA",Business Services,Staffing & Outsourcing,,51 to 200 employees,https://grnh.se/6c6c23663us
Goal,890416,1,www.goalglobal.org,"Dublin, Ireland",Non-Profit,Social Assistance,,1001 to 5000 employees,https://grnh.se/7c61e8b31us
"Goodby, Silverstein & Partners",14069,1,www.goodbysilverstein.com,"San Francisco, CA",Business Services,Advertising & Marketing,,201 to 500 employees,https://grnh.se/3009ed651us
Goody,16393,1,www.goody.com,"Atlanta, GA",Manufacturing,Consumer Products Manufacturing,,501 to 1000 employees,https://grnh.se/082096a03us
GossamerBio,2466538,1,www.gossamerbio.com,"San Diego, CA","",,Unknown / Non-Applicable per year,51 to 200 employees,https://grnh.se/e3216c652us
GovPredict,2256676,1,www.govpredict.com,"Washington, DC",,,,1 to 50 employees,https://grnh.se/6d63546a2
GPM,1266037,1,www.gpm.md,"Asheville, NC",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/8c3e5e1f2us
Granular,1095125,1,www.granular.ag,"San Francisco, CA",Information Technology,IT Services,Unknown / Non-Applicable,201 to 500 employees,https://grnh.se/d2bd90f41us
Gravity Payments,697633,1,www.gravitypayments.com,"Seattle, WA",Finance,Financial Transaction Processing,,51 to 200 employees,https://grnh.se/e802a8082us
Great Jones,1749407,1,www.greatjones.co,"New York, NY",Real Estate,Real Estate,,1 to 50 employees,https://grnh.se/d470f6fa3us
Greatist,494305,1,www.greatist.com,"New York, NY",Media,Publishing,,1 to 50 employees,https://grnh.se/ee3jp4471
Green Roads,1773550,1,www.greenroadshealth.com,"Weston, FL",,,,51 to 200 employees,https://grnh.se/94ffe4e02us
Greystone Technology,548196,1,www.greystonetech.com,"Denver, CO",Information Technology,IT Services,,51 to 200 employees,https://grnh.se/5153d2221us
Guardsquare,1480913,1,www.guardsquare.com,"Leuven, Belgium",Information Technology,Computer Hardware & Software,"",1 to 50 employees,https://grnh.se/rwqa3h
Guerrero Media,413518,1,www.guerrerohowe.com,"Chicago, IL",Media,Publishing,,51 to 200 employees,https://grnh.se/g8iplf1
Gurus Solutions,692327,1,www.gurussolutions.com,"Montreal, Canada",Information Technology,IT Services,,51 to 200 employees,https://grnh.se/6b5f39861us
Gusto,1069704,1,www.gusto.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1001 to 5000 employees,https://grnh.se/299e386c1us
